,date,open,high,low,close,volume,open_count,high_count,low_count,close_count,max_count,date_1d,open_1d,high_1d,low_1d,close_1d,volume_1d,sma200_1d,ichimoku-tenkan_1d,ichimoku-kinjun_1d,ichimoku-spanA_1d,ichimoku-spanB_1d,ichimoku-chiku_1d,close_sup_sma200_1d,date_4h,open_4h,high_4h,low_4h,close_4h,volume_4h,sma200_4h,close_sup_sma200_4h,volume_sma,ichimoku-tenkan,ichimoku-kinjun,ichimoku-spanA,ichimoku-spanB,ichimoku-chiku,ichimoku-spanA-futur,ichimoku-spanB-futur,ichimoku-futur,sma200,atr,stoploss_prices,kinjun_threshold,engulfing,last_candle_under_cloud,custom_sell_signal,custom_exit_signal,adx_range,is_hammer,is_bullish_engulfing,is_strong_bullish_candle,rsi,atr_strength,adx,close_sup_sma200,ichimoku-chiku-free,kinjun_flat,ichimoku-tenkan_sup_kinjun,tenkan_kinjun_increasing,kinjun_proximity,tenkan_proximity,proximity,volume_sup_avg,ml_signal_strength_hammer,ml_signal_strength_engulfing,enter_tag,enter_long,pair,timestamp,entry_type
28096,2025-03-16 16:00:00+00:00,83320.83,85117.04,83293.42,83634.53,3344.71639,15.0,15.0,15.0,15.0,15.0,2025-03-15 00:00:00+00:00,83983.19,84676.28,83618.0,84338.44,11324.7332,83873.62514999989,83944.51000000001,88040.5,97816.3075,99422.345,79607.3,True,2025-03-16 12:00:00+00:00,82410.01,83508.95,82400.0,83320.83,3782.45365,89961.43679999997,False,641.020321,83749.25,83749.25,84017.01,82624.805,83634.53,83749.25,83845.585,False,83006.73814999971,551.0232045566526,81941.18547772168,83665.50075,True,0,84947.63140911331,86111.24071684352,False,False,True,False,48.38597286394739,0.6588465368988773,27.604691763164674,True,False,False,True,True,0.005115508497090998,0.005115508497090998,False,True,0.09457677969466065,0.11205133656777301,engulfing_rebond,1.0,BTC/USDT,2025-03-16 17:00:00+00:00,engulfing_rebond
1677,2022-03-11 21:00:00+00:00,2531.59,2588.12,2531.58,2572.17,18415.6404,15.0,15.0,15.0,15.0,15.0,2022-03-10 00:00:00+00:00,2726.98,2733.25,2550.27,2606.7,559029.9377,,2744.455,2748.0950000000003,2849.43,,3406.99,False,2022-03-11 16:00:00+00:00,2581.11,2581.49,2545.3,2557.3,64489.4836,2818.419899999994,False,22166.731294999998,2591.5,2599.675,2623.2400000000002,2650.5550000000003,2572.17,2595.5875,2633.495,False,2632.364800000004,32.8696352686484,2505.271662365676,2597.0753250000002,True,0,2699.2342705372967,2792.084189908107,True,False,True,False,46.60861860351018,1.2778951340171296,17.15283857987918,False,False,True,False,False,0.026189812188061982,0.02311788539455908,False,False,0.024298594338307816,0.11811583661926432,engulfing_rebond,1.0,ETH/USDT,2022-03-11 22:00:00+00:00,engulfing_rebond
2060,2022-03-27 20:00:00+00:00,3175.81,3250.0,3165.0,3238.35,52444.8578,15.0,,,15.0,15.0,2022-03-26 00:00:00+00:00,3102.13,3153.2,3084.9,3145.0,207134.847,,2979.4350000000004,2819.1400000000003,2708.815,2785.215,2983.58,False,2022-03-27 16:00:00+00:00,3170.5,3190.0,3165.12,3175.82,42989.7142,2772.179999999995,True,11786.646535,3188.01,3183.0550000000003,3115.3125,3132.635,3238.35,3185.5325000000003,3163.0,True,3022.8448000000003,21.85724155881615,3124.178599220592,3179.8719450000003,True,22,3229.2469831176327,3240.4405314705486,False,False,True,False,77.40598642608553,0.674949945460378,29.115784807387247,True,True,False,True,True,0.0022761152414898095,0.00382683868620245,True,True,0.10510547858264224,0.12431587489161276,engulfing_rebond,1.0,ETH/USDT,2022-03-27 21:00:00+00:00,engulfing_rebond
2342,2022-04-08 14:00:00+00:00,3226.47,3304.0,3225.18,3290.92,44645.4647,13.0,,15.0,15.0,15.0,2022-04-07 00:00:00+00:00,3168.52,3268.98,3143.15,3227.19,458179.3272,,3361.745,3036.67,2694.34,2721.33,2781.7,False,2022-04-08 08:00:00+00:00,3286.23,3314.02,3254.51,3258.46,90937.5059,2999.180149999998,True,18114.886995,3262.005,3236.81,3231.5825000000004,3349.075,3290.92,3249.4075000000003,3237.11,True,3384.179499999999,35.12596067482658,3186.0070396625865,3233.57319,True,0,3319.6594213496533,3408.2319036336817,True,False,True,False,58.1095664846857,1.0673599077105058,19.98304354973313,False,False,True,True,False,0.003194503230032083,0.010893606846096283,False,True,0.04027598182047696,0.12037295868403407,engulfing_rebond,1.0,ETH/USDT,2022-04-08 15:00:00+00:00,engulfing_rebond
2461,2022-04-13 13:00:00+00:00,3006.48,3086.87,2996.86,3079.12,42719.7422,15.0,15.0,15.0,15.0,15.0,2022-04-12 00:00:00+00:00,2979.75,3085.0,2950.0,3027.66,579522.9505,,3252.5,3172.965,2668.2275,2791.83,2519.71,False,2022-04-13 08:00:00+00:00,3051.35,3060.0,3012.0,3014.09,54085.46,3079.005399999998,False,16526.095455,3041.865,3026.9449999999997,3013.3575,3128.6099999999997,3079.12,3034.4049999999997,3020.5150000000003,True,3205.7397000000014,31.590151129070886,2975.0712044354646,3023.9180549999996,True,0,3097.5853022581414,3191.8865830026893,True,False,True,False,59.637665131420356,1.025947385261727,16.211087696501682,False,False,False,True,True,0.006760942138030157,0.011632666143960947,False,True,0.0820696515550534,0.1131485466510334,engulfing_rebond,1.0,ETH/USDT,2022-04-13 14:00:00+00:00,engulfing_rebond
2510,2022-04-15 14:00:00+00:00,3006.9,3060.92,2993.13,3036.39,33150.0265,15.0,15.0,15.0,15.0,15.0,2022-04-14 00:00:00+00:00,3118.28,3145.0,2976.3,3021.98,408382.5572,,3178.75,3198.775,2706.1525,2791.83,2342.05,False,2022-04-15 08:00:00+00:00,3034.62,3040.63,3017.08,3027.28,39662.5391,3107.5421499999984,False,11940.970730000001,3027.025,3037.9300000000003,3084.3275000000003,3056.01,3036.39,3032.4775,3060.65,False,3136.3123500000033,25.151471862280562,2974.56800406886,3034.8920700000003,True,0,3110.952943724561,3170.00792541228,True,False,True,False,50.79580717843738,0.8283346955523028,18.50768668544487,False,False,True,False,False,0.010214191900405933,0.006648441952081664,False,True,0.03051059641792851,0.08366732337913292,engulfing_rebond,1.0,ETH/USDT,2022-04-15 15:00:00+00:00,engulfing_rebond
3047,2022-05-07 23:00:00+00:00,2602.95,2655.0,2599.83,2635.34,41870.0602,15.0,,15.0,15.0,15.0,2022-05-07 00:00:00+00:00,2692.86,2704.36,2584.75,2635.34,371271.4532,,2775.3,2882.375,3214.275,2940.17,1834.08,False,2022-05-07 20:00:00+00:00,2682.95,2683.12,2584.75,2635.34,151893.4372,3002.0335000000027,False,16845.098645,2644.5550000000003,2646.045,2687.8875,2799.3999999999996,2635.34,2645.3,2671.465,False,2793.3741000000027,26.54749750216907,2566.3067512489156,2643.398955,True,0,2724.5599950043384,2793.1938327039875,False,False,True,False,38.49439711411862,1.007365178768928,29.309348060836193,False,False,True,False,False,0.016286571090060924,0.015732325476309046,False,True,0.0388201690767405,0.10465768585515729,engulfing_rebond,1.0,ETH/USDT,2022-05-08 00:00:00+00:00,engulfing_rebond
3577,2022-05-30 01:00:00+00:00,1805.63,1846.58,1805.19,1845.31,53553.6292,15.0,15.0,15.0,15.0,15.0,2022-05-29 00:00:00+00:00,1792.21,1827.4,1759.96,1813.64,432430.611,,1895.75,2334.425,2943.0200000000004,3036.67,1225.02,False,2022-05-29 20:00:00+00:00,1788.53,1826.24,1787.09,1813.64,78656.0653,2303.1828500000042,False,19162.581970000003,1815.935,1803.27,1770.24,1776.505,1845.31,1809.6025,1774.79,True,1899.0538000000022,17.28264051462916,1773.0780997426853,1801.4667299999999,True,4,1844.1677810292583,1876.8636412326184,False,False,True,False,69.47903080251925,0.9365711189246881,21.87701834672374,False,False,False,True,True,0.0013087335784436758,0.005674762587867868,True,True,0.08070037950466201,0.1290514146181304,engulfing_rebond,1.0,ETH/USDT,2022-05-30 02:00:00+00:00,engulfing_rebond
3744,2022-06-06 00:00:00+00:00,1806.22,1844.0,1804.35,1836.0,37375.8026,15.0,,15.0,,15.0,2022-06-05 00:00:00+00:00,1804.58,1830.17,1773.05,1806.23,371974.5061,,1869.355,2077.185,2636.4625,2890.17,1059.73,False,2022-06-05 20:00:00+00:00,1821.21,1827.68,1802.55,1806.23,74110.4362,2094.837600000005,False,17461.547864999997,1819.755,1808.525,1784.7450000000001,1795.025,1836.0,1814.14,1796.2150000000001,True,1841.6737000000035,16.760895313848003,1790.564452343076,1806.7164750000002,True,11,1847.661790627696,1881.835974766874,False,False,True,False,64.37880990648426,0.9129027948718955,23.324072568493335,False,True,False,True,True,0.0012745192905821393,0.007437814431063567,True,True,0.08752260173667599,0.12108367400778462,engulfing_rebond,1.0,ETH/USDT,2022-06-06 01:00:00+00:00,engulfing_rebond
4266,2022-06-27 18:00:00+00:00,1186.72,1211.32,1172.49,1198.51,62110.1406,15.0,15.0,15.0,15.0,15.0,2022-06-26 00:00:00+00:00,1242.31,1280.0,1194.6,1197.79,884184.273,,1080.78,1427.07,2063.17,2505.1099999999997,1535.27,False,2022-06-27 12:00:00+00:00,1220.01,1223.91,1175.0,1187.48,264741.8819,1508.0489500000053,False,38912.918079999996,1205.71,1211.21,1237.965,1230.0,1198.51,1208.46,1226.245,False,1154.8263500000003,17.26879914468514,1161.5106204276574,1209.99879,True,0,1260.78259828937,1305.5512261636893,True,False,True,False,43.59615862795204,1.4408556578322367,19.431606055920923,True,False,False,False,False,0.020219449971516094,0.015750055983611323,False,True,0.02640425848388568,0.12684373220275838,engulfing_rebond,1.0,ETH/USDT,2022-06-27 19:00:00+00:00,engulfing_rebond
4411,2022-07-03 19:00:00+00:00,1059.73,1083.33,1059.17,1077.64,48817.604,15.0,15.0,15.0,13.0,15.0,2022-07-02 00:00:00+00:00,1059.73,1078.88,1028.29,1067.01,714812.0804,,1139.0,1378.27,1912.8625,2441.5,1724.52,False,2022-07-03 16:00:00+00:00,1050.61,1083.33,1049.62,1077.64,102756.5322,1368.3196000000046,False,26367.37567,1062.15,1064.56,1054.145,1061.12,1077.64,1063.355,1060.145,True,1128.9695500000014,12.412589816564942,1032.6817650917176,1063.49544,True,4,1088.18017963313,1117.6897143968881,True,False,True,False,61.93018566375748,1.1518308355819142,13.211882652724594,False,True,True,False,False,0.004537085744345013,0.0022783975897943537,True,True,0.025126501952572797,0.12637613130666064,engulfing_rebond,1.0,ETH/USDT,2022-07-03 20:00:00+00:00,engulfing_rebond
6672,2022-10-06 00:00:00+00:00,1352.2,1379.82,1351.5,1370.04,52954.0996,15.0,15.0,1.0,15.0,15.0,2022-10-05 00:00:00+00:00,1361.5,1364.77,1316.29,1352.2,483508.7782,1929.4326000000015,1326.6,1504.5,1667.835,1693.085,1572.69,False,2022-10-05 20:00:00+00:00,1350.63,1357.96,1345.01,1352.2,58243.7052,1458.9474500000026,False,24000.02891,1353.54,1348.0549999999998,1348.055,1316.295,1370.04,1350.7975,1347.4099999999999,True,1325.0291000000007,11.935261448906715,1334.3064492755468,1346.706945,True,9,1374.6680228978134,1396.181984724882,False,False,True,False,63.9590289928446,0.8711615317002945,26.210512834412423,True,True,False,True,True,0.0030748003605195707,0.0009899966015041433,True,True,0.06731900468184193,0.12295844779263349,engulfing_rebond,1.0,ETH/USDT,2022-10-06 01:00:00+00:00,engulfing_rebond
6931,2022-10-16 19:00:00+00:00,1283.05,1308.93,1282.67,1308.09,43053.3957,15.0,15.0,15.0,15.0,15.0,2022-10-15 00:00:00+00:00,1296.26,1301.69,1263.64,1274.92,287100.9529,1838.935550000001,1275.875,1299.45,1534.5,1655.0,1299.28,False,2022-10-16 16:00:00+00:00,1286.36,1308.93,1281.57,1308.09,63057.7831,1349.8521000000035,False,10021.617465,1294.115,1286.285,1289.76,1280.56,1308.09,1290.2,1288.43,True,1297.8924500000007,7.05793169508127,1274.1006541524596,1284.9987150000002,True,1,1304.3158633901626,1321.9742475888993,False,False,True,False,70.94568792513522,0.5395600986997279,27.017367360338874,True,True,False,True,True,0.0025149947328936646,0.008550244761864327,True,True,0.11067887105394451,0.09396957170704172,engulfing_rebond,1.0,ETH/USDT,2022-10-16 20:00:00+00:00,engulfing_rebond
7281,2022-10-31 09:00:00+00:00,1582.62,1623.0,1579.45,1620.76,55192.4694,15.0,,15.0,15.0,15.0,2022-10-30 00:00:00+00:00,1619.55,1640.06,1576.56,1590.44,476036.4243,1698.691150000001,1478.69,1426.53,1415.55,1625.0,1199.3,False,2022-10-31 04:00:00+00:00,1582.75,1596.21,1578.41,1591.17,58035.4297,1357.8376500000022,True,22028.249855,1592.26,1595.76,1622.175,1571.44,1620.76,1594.01,1612.29,False,1491.2683500000023,16.085668454008488,1561.6015857729956,1594.16424,True,0,1644.4613369080168,1682.1551378292766,True,False,True,False,62.654364993956605,0.9924768907184585,17.869086848549863,True,False,False,False,False,0.008234320950518938,0.006054287616344127,False,True,0.038437253610892674,0.11792759961881895,engulfing_rebond,1.0,ETH/USDT,2022-10-31 10:00:00+00:00,engulfing_rebond
7358,2022-11-03 14:00:00+00:00,1525.6,1556.0,1525.09,1551.79,56149.6872,15.0,,15.0,15.0,15.0,2022-11-02 00:00:00+00:00,1578.47,1621.68,1502.32,1518.34,981395.3648,1676.4295000000013,1499.0,1426.53,1412.5075,1589.7150000000001,1167.77,False,2022-11-03 08:00:00+00:00,1544.04,1556.74,1523.1,1531.95,98072.0357,1380.6359500000024,True,32997.72999,1539.395,1562.0,1570.0124999999998,1586.025,1551.79,1550.6975,1562.0,False,1568.8213000000026,17.697912708067737,1510.156943645966,1560.438,True,0,1597.3958254161355,1645.4079915049801,False,False,True,False,52.82358715640326,1.14048374509874,22.35194180304555,False,False,True,False,False,0.023303457106274066,0.00896131272350506,False,True,0.041137436142625876,0.12758771206813974,engulfing_rebond,1.0,ETH/USDT,2022-11-03 15:00:00+00:00,engulfing_rebond
7706,2022-11-18 02:00:00+00:00,1214.0,1234.0,1209.45,1226.55,33096.5255,,,15.0,15.0,15.0,2022-11-17 00:00:00+00:00,1216.16,1228.22,1181.05,1200.43,530537.3488,1558.0538000000013,1211.7649999999999,1376.7649999999999,1296.4425,1489.5,1320.69,False,2022-11-17 20:00:00+00:00,1202.72,1210.0,1196.27,1200.43,49534.2185,1401.5758000000021,False,23639.678015,1215.135,1207.525,1217.5900000000001,1239.03,1226.55,1211.33,1224.8600000000001,False,1239.0664500000028,13.784158524536764,1186.9853807377315,1206.317475,True,0,1252.4283170490737,1289.6400843628903,True,False,True,False,60.30354481098872,1.1238154599923986,17.468512382799737,False,False,False,True,True,0.005362207821784152,0.0009340525949791512,True,True,0.03956027132400141,0.12658409687087022,engulfing_rebond,1.0,ETH/USDT,2022-11-18 03:00:00+00:00,engulfing_rebond
8476,2022-12-20 04:00:00+00:00,1192.57,1215.28,1190.68,1208.35,43571.2666,15.0,15.0,15.0,15.0,15.0,2022-12-19 00:00:00+00:00,1183.06,1195.0,1150.51,1167.82,296832.7228,1411.2774500000014,1251.615,1251.615,1279.8825,1376.7649999999999,1549.9,False,2022-12-20 00:00:00+00:00,1167.82,1198.96,1163.12,1192.57,110538.5552,1228.192600000003,False,18198.038855,1182.895,1182.895,1184.9899999999998,1177.4299999999998,1208.35,1182.895,1182.895,False,1239.122500000003,11.410311321160489,1142.5038243394197,1181.712105,True,4,1205.715622642321,1227.0035994216335,False,False,True,False,68.49292020298951,0.944288601908428,20.429497738763917,False,False,False,True,True,0.008179086055820638,0.008179086055820638,False,True,0.08621456839604884,0.12694780395290836,engulfing_rebond,1.0,ETH/USDT,2022-12-20 05:00:00+00:00,engulfing_rebond
8951,2023-01-08 23:00:00+00:00,1269.48,1296.0,1269.48,1290.16,45956.087,15.0,,15.0,15.0,15.0,2023-01-08 00:00:00+00:00,1264.06,1296.0,1257.77,1290.16,213636.7848,1391.198000000001,1243.2849999999999,1251.615,1247.7525,1376.7649999999999,1663.52,False,2023-01-08 20:00:00+00:00,1265.09,1296.0,1264.39,1290.16,80655.0063,1232.270200000003,True,9151.67298,1278.955,1276.885,1266.455,1256.35,1290.16,1277.92,1276.885,True,1237.1568000000025,5.750847233431865,1257.678416383284,1275.608115,True,4,1289.4216944668638,1290.68610048771,False,False,True,False,76.78226372658435,0.4457468246908806,40.52364058254414,True,True,False,True,True,0.005799269315560894,0.0074083920075373325,False,True,0.15850321126047576,0.1311158416919125,engulfing_rebond,1.0,ETH/USDT,2023-01-09 00:00:00+00:00,engulfing_rebond
9135,2023-01-16 15:00:00+00:00,1542.37,1553.38,1521.31,1549.97,41096.5336,15.0,15.0,15.0,15.0,15.0,2023-01-15 00:00:00+00:00,1549.91,1566.66,1516.03,1552.52,387832.7138,1400.0394000000015,1428.875,1390.52,1251.615,1376.7649999999999,1513.06,True,2023-01-16 12:00:00+00:00,1542.31,1553.38,1521.31,1549.97,89195.2216,1268.9279500000032,True,21007.917374999997,1546.32,1552.945,1531.6875,1500.795,1549.97,1549.6325,1545.865,True,1412.3664500000023,14.828399472298115,1510.8531802638508,1551.392055,True,118,1579.289298944596,1619.8906125431436,False,True,True,False,50.88220912262559,0.9566894502666576,24.631366124606025,True,True,False,False,False,0.0068096423247443055,0.002554451859899662,True,True,0.044343575903895725,0.1075868452174455,engulfing_rebond,1.0,ETH/USDT,2023-01-16 16:00:00+00:00,engulfing_rebond
9905,2023-02-17 17:00:00+00:00,1672.92,1708.8,1672.56,1687.58,53253.1048,15.0,15.0,15.0,15.0,15.0,2023-02-16 00:00:00+00:00,1674.92,1742.97,1633.72,1637.84,832723.6731,1439.7729000000015,1602.45,1602.45,1485.1525,1414.885,1699.4,True,2023-02-17 12:00:00+00:00,1666.2,1683.55,1646.09,1673.11,127730.5885,1598.0697500000017,True,26423.661405,1677.445,1686.74,1672.3700000000001,1605.6750000000002,1687.58,1682.0925,1654.915,True,1567.7185000000038,18.013757463799628,1633.7909412681001,1685.05326,True,3,1718.1200149275992,1759.1861940358442,False,False,True,False,61.816977801745075,1.0674313196292697,20.780228284151427,True,False,True,False,False,0.008193319658038545,0.0026975549123815466,True,True,0.3790581770658361,0.13019489074858756,engulfing_rebond,1.0,ETH/USDT,2023-02-17 18:00:00+00:00,engulfing_rebond
10561,2023-03-17 01:00:00+00:00,1665.13,1697.29,1663.67,1695.77,40315.975,15.0,15.0,15.0,15.0,15.0,2023-03-16 00:00:00+00:00,1649.95,1691.42,1632.18,1673.73,627985.6119,1425.0632500000024,1574.205,1574.205,1602.45,1462.025,1889.86,True,2023-03-16 20:00:00+00:00,1679.64,1681.78,1652.53,1673.73,76922.0186,1601.6874500000022,True,26955.759125,1674.9099999999999,1664.7350000000001,1650.8850000000002,1695.51,1695.77,1669.8225,1663.95,True,1564.9384500000003,17.86934868461929,1640.2902656576905,1663.070265,True,1,1705.5611973692385,1750.1763006094886,True,False,True,False,63.18452179946229,1.0537601611432734,16.78631069097307,True,False,False,True,True,0.00023727500172699066,0.0058391197138949235,True,True,0.06112293502100164,0.12198628027091812,engulfing_rebond,1.0,ETH/USDT,2023-03-17 02:00:00+00:00,engulfing_rebond
10835,2023-03-28 11:00:00+00:00,1717.58,1754.48,1717.32,1745.48,38179.0169,15.0,15.0,15.0,15.0,15.0,2023-03-27 00:00:00+00:00,1773.88,1780.48,1686.13,1715.22,570563.5023,1435.1660000000027,1771.645,1612.775,1619.7224999999999,1514.205,1874.16,True,2023-03-28 08:00:00+00:00,1724.54,1754.48,1709.87,1745.48,85196.1305,1649.733600000003,True,20259.927180000002,1731.865,1728.165,1768.655,1757.045,1745.48,1730.0149999999999,1743.565,False,1763.0151000000028,14.43575368842854,1699.2323831557856,1726.436835,True,0,1772.4365073768572,1807.0036737069229,False,False,True,False,58.648176395013195,0.8270363274531097,20.054371443930687,False,False,True,True,True,0.006124993851860231,0.008248333444004054,False,True,0.07665940536744319,0.09706927956500898,engulfing_rebond,1.0,ETH/USDT,2023-03-28 12:00:00+00:00,engulfing_rebond
11678,2023-05-02 14:00:00+00:00,1828.79,1867.02,1824.82,1852.19,72096.4323,15.0,15.0,15.0,15.0,15.0,2023-05-01 00:00:00+00:00,1870.08,1886.49,1806.12,1830.73,445519.1779,1523.2544500000017,1874.8600000000001,1963.27,1748.8725,1655.685,1829.89,True,2023-05-02 08:00:00+00:00,1835.68,1839.44,1825.8,1833.57,38912.361,1906.1307999999988,False,16486.126715,1845.635,1836.57,1862.5975,1881.0,1852.19,1841.1025,1872.56,False,1874.645400000002,12.527117368497118,1814.3379413157513,1834.73343,True,0,1897.6142347369941,1923.7829396765228,False,False,True,False,60.00496301922025,0.6763408380618142,30.123595149003133,False,False,False,True,True,0.004236157619911015,0.009126940050443358,False,True,0.1083532804597475,0.1069525482034029,engulfing_rebond,1.0,ETH/USDT,2023-05-02 15:00:00+00:00,engulfing_rebond
13024,2023-06-27 16:00:00+00:00,1871.6,1910.0,1869.62,1909.06,43513.2286,15.0,,15.0,15.0,15.0,2023-06-26 00:00:00+00:00,1898.8,1909.1,1837.18,1858.97,458743.861,1663.4837500000026,1817.21,1781.2150000000001,1862.0075,1940.77,1866.52,True,2023-06-27 12:00:00+00:00,1881.53,1896.55,1863.6,1871.6,74590.0385,1820.7695000000028,True,14258.436194999998,1886.8,1873.5900000000001,1890.225,1897.385,1909.06,1880.1950000000002,1875.9850000000001,True,1852.8937499999997,14.454141322632385,1852.6457293386836,1871.7164100000002,True,1,1909.103282645265,1940.674222506482,True,False,True,False,66.07608403609278,0.7571339466874999,15.787400213760847,True,True,False,True,True,0.0010621320566400526,0.00805596777612892,True,True,0.06995260757121084,0.09136542663711532,engulfing_rebond,1.0,ETH/USDT,2023-06-27 17:00:00+00:00,engulfing_rebond
13407,2023-07-13 15:00:00+00:00,1882.32,1943.58,1881.39,1932.8,92996.1586,15.0,15.0,13.0,15.0,15.0,2023-07-12 00:00:00+00:00,1878.31,1902.0,1864.37,1871.82,264406.8673,1715.9181000000024,1896.54,1837.08,1760.23,1822.505,1829.1,True,2023-07-13 12:00:00+00:00,1883.72,1943.58,1876.11,1932.8,117763.5449,1836.4794000000015,True,10886.109325000001,1906.7199999999998,1903.085,1886.145,1882.85,1932.8,1904.9025,1902.98,True,1877.5299000000005,11.09648988333897,1864.0949750583306,1901.1819150000001,True,1,1927.095479766678,1918.0210993718254,True,False,True,False,79.05260688795762,0.5741147497588458,17.916457100228943,True,True,False,True,True,0.01091123097496964,0.01279684484350081,False,True,0.1069677444369768,0.08794023122324883,engulfing_rebond,1.0,ETH/USDT,2023-07-13 16:00:00+00:00,engulfing_rebond
14534,2023-08-29 14:00:00+00:00,1645.32,1736.5,1645.31,1721.27,156321.4578,15.0,1.0,15.0,15.0,15.0,2023-08-28 00:00:00+00:00,1658.33,1664.34,1621.75,1653.08,214351.0143,1799.5966000000012,1641.0549999999998,1713.255,1886.1775,1827.56,1593.86,False,2023-08-29 08:00:00+00:00,1647.48,1647.95,1640.0,1642.21,22359.7645,1780.163250000002,False,14510.884590000001,1688.25,1687.19,1643.045,1643.045,1721.27,1687.72,1679.125,True,1654.3956500000015,11.916408010551155,1630.7617959947245,1685.50281,True,4,1711.5528160211024,1677.8596969798907,True,False,True,False,85.18735661438747,0.6923032418244177,17.20377619874616,True,True,False,True,True,0.024816410718413527,0.025428698356286132,False,True,0.1638490601977183,0.1132912659064922,engulfing_rebond,1.0,ETH/USDT,2023-08-29 15:00:00+00:00,engulfing_rebond
16427,2023-11-16 11:00:00+00:00,2038.58,2090.4,2037.8,2068.61,58332.2879,15.0,15.0,15.0,15.0,15.0,2023-11-15 00:00:00+00:00,1979.4,2062.4,1967.01,2058.48,421870.8032,1780.8375500000016,1993.6549999999997,1864.6749999999997,1608.1075,1636.0,2225.12,True,2023-11-16 08:00:00+00:00,2053.31,2090.4,2036.07,2068.61,96984.3652,1806.2442500000025,True,18715.89334,2063.235,2036.5300000000002,1991.2024999999999,2027.3,2068.61,2049.8825,2013.5,True,2025.1182000000038,16.92660206907002,2023.5345589654648,2034.4934700000001,True,16,2083.73570413814,2112.087472679608,False,False,True,False,62.28520169277025,0.8182597042975729,29.958132861926995,True,False,False,True,True,0.0010066141917868762,0.011949680962178423,True,True,0.12315718440175538,0.12429032843387504,engulfing_rebond,1.0,ETH/USDT,2023-11-16 12:00:00+00:00,engulfing_rebond
16777,2023-12-01 01:00:00+00:00,2049.8,2091.12,2047.34,2088.52,46033.2049,15.0,15.0,15.0,15.0,15.0,2023-11-30 00:00:00+00:00,2028.8,2054.75,2020.85,2051.96,243680.0921,1793.4127500000018,2030.7150000000001,1991.5499999999997,1753.915,1698.0,2230.88,True,2023-11-30 20:00:00+00:00,2041.43,2054.75,2039.66,2051.96,32361.8532,1964.8701000000028,True,11147.444894999999,2062.505,2055.9849999999997,2039.2199999999998,2031.2749999999999,2088.52,2059.245,2055.215,True,2057.0361500000013,12.535924506557222,2026.1290977467213,2053.9290149999997,True,3,2084.3168490131143,2098.1676704199235,True,False,True,False,76.3306957913107,0.6002300435982046,14.666150671383724,True,True,False,True,True,0.0030082904301342137,0.006159985066702833,False,True,0.06511158527772047,0.08253005313871921,engulfing_rebond,1.0,ETH/USDT,2023-12-01 02:00:00+00:00,engulfing_rebond
19046,2024-03-04 14:00:00+00:00,3490.11,3546.0,3459.03,3534.16,56537.4479,15.0,,13.0,15.0,15.0,2024-03-03 00:00:00+00:00,3421.39,3491.8,3360.0,3487.81,341631.531,2092.5057000000024,3214.605,2938.4049999999997,2377.8975,2408.66,3509.74,True,2024-03-04 08:00:00+00:00,3478.61,3544.14,3478.6,3506.91,130561.2393,2791.810950000002,True,21857.880129999998,3502.5150000000003,3474.96,3403.7650000000003,3410.02,3534.16,3488.7375,3453.0,True,3325.20755,33.45964121548355,3435.3821193922586,3471.48504,True,24,3555.6567824309673,3633.857298852604,True,False,True,False,63.23196604232123,0.9467494741461493,17.216128669957413,True,True,False,True,True,0.004359762414531417,0.0035417407205965423,False,True,0.05240866368827363,0.11177278610629564,engulfing_rebond,1.0,ETH/USDT,2024-03-04 15:00:00+00:00,engulfing_rebond
20772,2024-05-15 12:00:00+00:00,2898.74,2958.7,2893.02,2947.35,44690.675,15.0,15.0,15.0,15.0,15.0,2024-05-14 00:00:00+00:00,2950.99,2960.6,2862.0,2881.93,269675.3037,2710.123050000003,3041.7,3087.2,3263.2525,3472.96,3706.4,True,2024-05-15 08:00:00+00:00,2916.5,2933.8,2886.81,2898.74,51111.8661,3082.293349999998,False,10062.017665000001,2922.755,2910.35,2929.4475,2930.58,2947.35,2916.5525,2929.2,False,2961.7448000000045,22.492316363788916,2869.7902218181057,2907.43965,True,1,2974.1846327275775,3025.0509342665555,False,False,True,False,63.335129940068946,0.7631369319486629,31.231995191044316,False,True,False,True,True,0.003989210919648883,0.008216562797771393,False,True,0.11194198410192809,0.12393824972931793,engulfing_rebond,1.0,ETH/USDT,2024-05-15 13:00:00+00:00,engulfing_rebond
21657,2024-06-21 09:00:00+00:00,3459.33,3532.83,3454.0,3514.5,41472.5746,15.0,15.0,,1.0,15.0,2024-06-20 00:00:00+00:00,3560.51,3625.96,3486.0,3513.08,329117.8453,3010.747600000003,3507.005,3666.0,3412.16,3383.145,3444.13,True,2024-06-21 04:00:00+00:00,3501.2,3521.74,3467.0,3475.0,45022.5479,3661.9718999999996,False,12732.846325,3491.5150000000003,3536.3900000000003,3569.4525,3493.49,3514.5,3513.9525000000003,3536.3900000000003,False,3520.26690000001,30.679678534451483,3424.5865207327743,3532.85361,True,0,3597.7493570689035,3671.2690382624314,False,False,True,False,48.73419175982345,0.8729457542879921,22.254824573898237,False,False,True,False,False,0.02179058305220872,0.009218061500523525,False,True,0.0368911121324505,0.09437096931464733,engulfing_rebond,1.0,ETH/USDT,2024-06-21 10:00:00+00:00,engulfing_rebond
